index,fR,fGV,fSoil,year,lat_utm18n,lon_utm18n,lat_degrees,lon_degrees,photo_id,residue_type,cover_crop_residue,R_427,R_482,R_547,R_604,R_660,R_723,R_824,R_914,R_1209,R_1572,R_1661,R_1730,R_2164,R_2202,R_2259,R_2329,R_swir1,R_swir2,wi,ndti,swira,sindri,sidri,ndvi
293,0.9236,0.0208,0.0556,4/25/2016,4297279.115,418171.6353,38.820496,-75.942604,_04_25_2016_143227_.JPG,cereal_maize,Yes,0.078,0.088,0.139,0.161,0.168,0.327,0.409,0.453,0.493,0.363,0.399,0.379,0.257,0.269,0.243,0.217,0.381,0.256,1.489,0.196,0.525,0.051,0.026,0.416
294,0.8819,0.0139,0.1042,4/25/2016,4297274.808,418169.594,38.820457,-75.942627,_04_25_2016_143234_.JPG,cereal_maize,Yes,0.081,0.090,0.141,0.164,0.173,0.327,0.404,0.450,0.495,0.373,0.409,0.389,0.266,0.279,0.251,0.226,0.391,0.265,1.474,0.192,0.528,0.051,0.027,0.400
295,0.6944,0.0139,0.2917,4/25/2016,4299525.656,416888.942,38.840618,-75.957649,_04_25_2016_145107_.JPG,cereal_maize,Yes,0.103,0.116,0.155,0.197,0.235,0.303,0.359,0.413,0.543,0.549,0.557,0.540,0.450,0.463,0.425,0.404,0.553,0.446,1.239,0.107,0.449,0.042,0.038,0.208
296,0.3958,0,0.6042,4/25/2016,4299524.436,416888.9292,38.840607,-75.957649,_04_25_2016_145114_.JPG,cereal_maize,Yes,0.103,0.116,0.155,0.197,0.235,0.303,0.359,0.413,0.543,0.549,0.557,0.540,0.450,0.463,0.425,0.404,0.553,0.446,1.239,0.107,0.449,0.042,0.038,0.208
297,0.4056,0.007,0.5874,4/25/2016,4299520.996,416888.8931,38.840576,-75.957649,_04_25_2016_145121_.JPG,cereal_maize,Yes,0.103,0.117,0.156,0.198,0.236,0.305,0.360,0.415,0.547,0.553,0.562,0.545,0.454,0.467,0.429,0.408,0.558,0.450,1.239,0.107,0.452,0.042,0.037,0.208
298,0.4514,0.0069,0.5417,4/25/2016,4299516.342,416888.15,38.840534,-75.957657,_04_25_2016_145128_.JPG,cereal_maize,Yes,0.104,0.117,0.157,0.200,0.238,0.307,0.362,0.417,0.547,0.554,0.563,0.545,0.455,0.467,0.430,0.409,0.558,0.450,1.239,0.107,0.453,0.041,0.037,0.208
299,0.5069,0,0.4931,4/25/2016,4299514.24,416887.5203,38.840515,-75.957664,_04_25_2016_145135_.JPG,cereal_maize,Yes,0.104,0.117,0.157,0.200,0.238,0.307,0.362,0.417,0.547,0.554,0.563,0.545,0.455,0.467,0.430,0.409,0.558,0.450,1.239,0.107,0.453,0.041,0.037,0.208
300,0.4545,0,0.5455,4/25/2016,4299508.823,416885.4672,38.840466,-75.957687,_04_25_2016_145143_.JPG,cereal_maize,Yes,0.103,0.116,0.154,0.195,0.232,0.301,0.356,0.411,0.538,0.544,0.552,0.535,0.445,0.458,0.421,0.401,0.548,0.442,1.241,0.107,0.447,0.042,0.037,0.211
301,0.4718,0.007,0.5211,4/25/2016,4299506.292,416883.4443,38.840443,-75.95771,_04_25_2016_145153_.JPG,cereal_maize,Yes,0.102,0.115,0.152,0.193,0.230,0.298,0.353,0.407,0.533,0.538,0.546,0.529,0.439,0.453,0.415,0.395,0.542,0.436,1.243,0.108,0.446,0.043,0.037,0.210
302,0.8472,0,0.1528,4/25/2016,4299502.415,416882.7093,38.840408,-75.957718,_04_25_2016_145203_.JPG,cereal_maize,Yes,0.101,0.114,0.152,0.192,0.230,0.296,0.351,0.404,0.530,0.533,0.541,0.525,0.435,0.448,0.411,0.390,0.537,0.432,1.245,0.109,0.444,0.044,0.038,0.209
303,0.3986,0.028,0.5734,4/25/2016,4299501.195,416882.6965,38.840397,-75.957718,_04_25_2016_145209_.JPG,cereal_maize,Yes,0.101,0.114,0.152,0.192,0.230,0.296,0.351,0.404,0.530,0.533,0.541,0.525,0.435,0.448,0.411,0.390,0.537,0.432,1.245,0.109,0.444,0.044,0.038,0.209
304,0.3889,0,0.6111,4/25/2016,4299499.537,416881.9847,38.840382,-75.957726,_04_25_2016_145217_.JPG,cereal_maize,Yes,0.101,0.114,0.152,0.192,0.230,0.296,0.351,0.404,0.530,0.533,0.541,0.525,0.435,0.448,0.411,0.390,0.537,0.432,1.245,0.109,0.444,0.044,0.038,0.209
305,0.6111,0,0.3889,4/25/2016,4299496.541,416881.9533,38.840355,-75.957726,_04_25_2016_145223_.JPG,cereal_maize,Yes,0.102,0.115,0.152,0.193,0.232,0.297,0.352,0.405,0.529,0.532,0.540,0.524,0.435,0.447,0.410,0.389,0.536,0.431,1.244,0.109,0.443,0.044,0.037,0.206
306,0.5208,0.0139,0.4653,4/25/2016,4299494.439,416881.3237,38.840336,-75.957733,_04_25_2016_145233_.JPG,cereal_maize,Yes,0.103,0.116,0.154,0.195,0.234,0.299,0.353,0.406,0.529,0.531,0.539,0.523,0.435,0.447,0.410,0.389,0.535,0.431,1.243,0.108,0.440,0.044,0.037,0.203
307,0.6181,0,0.3819,4/25/2016,4299488.488,416877.2686,38.840282,-75.957779,_04_25_2016_145247_.JPG,cereal_maize,Yes,0.105,0.119,0.158,0.200,0.241,0.306,0.362,0.413,0.536,0.539,0.547,0.531,0.441,0.453,0.415,0.394,0.543,0.436,1.245,0.109,0.450,0.043,0.037,0.200
308,0.7361,0,0.2639,4/25/2016,4299653.582,416723.3735,38.841755,-75.959572,_04_25_2016_150527_.JPG,cereal_maize,Yes,0.126,0.155,0.206,0.258,0.304,0.369,0.415,0.465,0.572,0.567,0.571,0.555,0.471,0.483,0.444,0.426,0.569,0.466,1.221,0.099,0.433,0.042,0.039,0.154
309,0.8056,0,0.1944,4/25/2016,4299648.88,416727.3167,38.841713,-75.959526,_04_25_2016_150537_.JPG,cereal_maize,Yes,0.127,0.154,0.205,0.256,0.303,0.366,0.411,0.459,0.570,0.566,0.571,0.554,0.471,0.483,0.444,0.426,0.569,0.466,1.221,0.099,0.433,0.042,0.039,0.151
310,0.5957,0,0.4043,4/25/2016,4299646.778,416726.6003,38.841694,-75.959534,_04_25_2016_150543_.JPG,cereal_maize,Yes,0.123,0.150,0.200,0.251,0.299,0.362,0.409,0.459,0.575,0.565,0.573,0.555,0.461,0.476,0.433,0.413,0.569,0.456,1.247,0.110,0.475,0.047,0.043,0.156
311,0.4545,0,0.5455,4/25/2016,4299643.761,416728.5649,38.841667,-75.959511,_04_25_2016_150549_.JPG,cereal_maize,Yes,0.124,0.151,0.201,0.252,0.300,0.362,0.410,0.458,0.572,0.566,0.572,0.555,0.465,0.479,0.437,0.418,0.569,0.460,1.237,0.106,0.459,0.045,0.041,0.155
312,0.6597,0,0.3403,4/25/2016,4299642.097,416728.5474,38.841652,-75.959511,_04_25_2016_150557_.JPG,cereal_maize,Yes,0.119,0.148,0.197,0.248,0.297,0.362,0.411,0.462,0.576,0.566,0.575,0.557,0.458,0.474,0.429,0.408,0.571,0.454,1.258,0.114,0.491,0.049,0.044,0.161
313,0.7569,0,0.2431,4/25/2016,4299639.093,416729.2103,38.841625,-75.959503,_04_25_2016_150604_.JPG,cereal_maize,Yes,0.119,0.148,0.197,0.248,0.297,0.362,0.411,0.462,0.576,0.566,0.575,0.557,0.458,0.474,0.429,0.408,0.571,0.454,1.258,0.114,0.491,0.049,0.044,0.161
314,0.7222,0,0.2778,4/25/2016,4299635.75,416730.4771,38.841595,-75.959488,_04_25_2016_150612_.JPG,cereal_maize,Yes,0.115,0.144,0.191,0.243,0.292,0.357,0.408,0.462,0.575,0.565,0.575,0.556,0.454,0.469,0.424,0.401,0.570,0.449,1.269,0.119,0.508,0.051,0.046,0.166
315,0.6972,0,0.3028,4/25/2016,4299633.635,416731.1492,38.841576,-75.95948,_04_25_2016_150620_.JPG,cereal_maize,Yes,0.114,0.142,0.189,0.240,0.289,0.354,0.405,0.459,0.575,0.564,0.574,0.555,0.452,0.468,0.422,0.398,0.569,0.447,1.273,0.120,0.512,0.052,0.046,0.168
316,0.8472,0,0.1528,4/25/2016,4299628.059,416733.6946,38.841526,-75.95945,_04_25_2016_150628_.JPG,cereal_maize,Yes,0.114,0.141,0.189,0.240,0.288,0.352,0.404,0.458,0.574,0.565,0.575,0.557,0.455,0.470,0.425,0.402,0.570,0.450,1.267,0.118,0.504,0.051,0.046,0.167
317,0.7431,0,0.2569,4/25/2016,4299626.387,416734.3714,38.841511,-75.959442,_04_25_2016_150635_.JPG,cereal_maize,Yes,0.114,0.141,0.189,0.240,0.288,0.352,0.404,0.458,0.574,0.565,0.575,0.557,0.455,0.470,0.425,0.402,0.570,0.450,1.267,0.118,0.504,0.051,0.046,0.167
318,0.7708,0,0.2292,4/25/2016,4299621.247,416737.6157,38.841465,-75.959404,_04_25_2016_150642_.JPG,cereal_maize,Yes,0.114,0.143,0.191,0.240,0.290,0.353,0.404,0.457,0.575,0.568,0.577,0.559,0.459,0.474,0.429,0.407,0.573,0.454,1.261,0.116,0.499,0.050,0.045,0.165
319,0.7832,0,0.2168,4/25/2016,4299619.583,416737.5982,38.84145,-75.959404,_04_25_2016_150647_.JPG,cereal_maize,Yes,0.117,0.145,0.195,0.245,0.293,0.356,0.407,0.460,0.574,0.570,0.578,0.560,0.465,0.479,0.436,0.415,0.574,0.460,1.248,0.110,0.479,0.046,0.042,0.163
320,0.7014,0,0.2986,4/25/2016,4299617.031,416737.5714,38.841427,-75.959404,_04_25_2016_150654_.JPG,cereal_maize,Yes,0.117,0.145,0.195,0.245,0.293,0.356,0.407,0.460,0.574,0.570,0.578,0.560,0.465,0.479,0.436,0.415,0.574,0.460,1.248,0.110,0.479,0.046,0.042,0.163
321,0.7292,0,0.2708,4/25/2016,4299614.006,416740.2303,38.8414,-75.959373,_04_25_2016_150701_.JPG,cereal_maize,Yes,0.123,0.150,0.201,0.253,0.298,0.360,0.408,0.458,0.569,0.570,0.574,0.560,0.474,0.484,0.447,0.427,0.572,0.468,1.222,0.100,0.437,0.040,0.037,0.155
322,0.6736,0,0.3264,4/25/2016,4299611.898,416740.2082,38.841381,-75.959373,_04_25_2016_150709_.JPG,cereal_maize,Yes,0.123,0.150,0.201,0.253,0.298,0.360,0.408,0.458,0.569,0.570,0.574,0.560,0.474,0.484,0.447,0.427,0.572,0.468,1.222,0.100,0.437,0.040,0.037,0.155
323,0.8333,0,0.1667,4/25/2016,4299611.017,416739.5046,38.841373,-75.959381,_04_25_2016_150722_.JPG,cereal_maize,Yes,0.123,0.150,0.201,0.253,0.298,0.360,0.408,0.458,0.569,0.570,0.574,0.560,0.474,0.484,0.447,0.427,0.572,0.468,1.222,0.100,0.437,0.040,0.037,0.155
324,0.6597,0,0.3403,4/25/2016,4301516.196,415499.6114,38.858421,-75.9739,_04_25_2016_154235_.JPG,cereal_soy,Yes,0.105,0.117,0.151,0.190,0.230,0.285,0.339,0.384,0.501,0.482,0.497,0.483,0.396,0.405,0.371,0.349,0.490,0.391,1.254,0.113,0.417,0.044,0.034,0.191
325,0.5833,0,0.4167,4/25/2016,4301516.196,415499.6114,38.858421,-75.9739,_04_25_2016_154252_.JPG,cereal_soy,Yes,0.105,0.117,0.151,0.190,0.230,0.285,0.339,0.384,0.501,0.482,0.497,0.483,0.396,0.405,0.371,0.349,0.490,0.391,1.254,0.113,0.417,0.044,0.034,0.191
326,0.7222,0,0.2778,4/25/2016,4301515.891,415497.0049,38.858418,-75.97393,_04_25_2016_154258_.JPG,cereal_soy,Yes,0.103,0.113,0.147,0.184,0.224,0.277,0.330,0.375,0.489,0.466,0.481,0.467,0.381,0.390,0.357,0.338,0.473,0.376,1.259,0.115,0.410,0.043,0.033,0.192
327,0.5556,0.0069,0.4375,4/25/2016,4301518.098,415487.7433,38.858437,-75.974037,_04_25_2016_154339_.JPG,cereal_soy,Yes,0.097,0.109,0.145,0.185,0.226,0.282,0.338,0.384,0.479,0.457,0.472,0.459,0.375,0.385,0.352,0.332,0.464,0.370,1.253,0.112,0.395,0.045,0.033,0.198
328,0.5833,0,0.4167,4/25/2016,4301517.641,415489.0401,38.858433,-75.974022,_04_25_2016_154345_.JPG,cereal_soy,Yes,0.101,0.113,0.148,0.187,0.228,0.283,0.338,0.382,0.482,0.460,0.476,0.463,0.379,0.388,0.356,0.337,0.468,0.374,1.251,0.111,0.395,0.043,0.032,0.194
329,0.7292,0,0.2708,4/25/2016,4301517.239,415485.0441,38.858429,-75.974068,_04_25_2016_154354_.JPG,cereal_soy,Yes,0.097,0.109,0.145,0.185,0.226,0.282,0.338,0.384,0.479,0.457,0.472,0.459,0.375,0.385,0.352,0.332,0.464,0.370,1.253,0.112,0.395,0.045,0.033,0.198
330,0.5486,0,0.4514,4/25/2016,4301514.722,415481.7197,38.858406,-75.974106,_04_25_2016_154413_.JPG,cereal_soy,Yes,0.097,0.108,0.144,0.185,0.226,0.282,0.338,0.383,0.475,0.452,0.467,0.453,0.370,0.381,0.348,0.328,0.459,0.366,1.253,0.112,0.390,0.044,0.032,0.199
331,0.005,0.03,0.965,5/3/2017,4320141.183,417756.7745,39.02645,-75.950126,IMG_0175.JPG,maize,No,0.106,0.104,0.130,0.157,0.174,0.215,0.241,0.264,0.294,0.247,0.259,0.260,0.211,0.210,0.206,0.188,0.253,0.209,1.212,0.096,0.187,0.011,0.005,0.161
332,0.025,0.045,0.93,5/3/2017,4320153.872,417721.4127,39.026561,-75.950536,IMG_0176.JPG,maize,No,0.111,0.109,0.132,0.156,0.175,0.213,0.238,0.264,0.291,0.252,0.261,0.263,0.222,0.221,0.216,0.200,0.256,0.220,1.166,0.077,0.154,0.012,0.005,0.154
333,0.02,0.035,0.945,5/3/2017,4320160.359,417674.1261,39.026615,-75.951083,IMG_0177.JPG,maize,No,0.108,0.105,0.127,0.152,0.170,0.208,0.232,0.259,0.291,0.256,0.265,0.265,0.225,0.223,0.217,0.200,0.260,0.222,1.174,0.080,0.163,0.013,0.006,0.155
334,0.02,0.04,0.94,5/3/2017,4320134.859,417650.312,39.026383,-75.951355,IMG_0178.JPG,maize,No,0.105,0.103,0.125,0.149,0.169,0.207,0.233,0.257,0.293,0.253,0.264,0.264,0.220,0.220,0.215,0.197,0.258,0.218,1.184,0.084,0.169,0.013,0.006,0.160
335,0.01,0.02,0.97,5/3/2017,4320102.407,417622.7025,39.026088,-75.95167,IMG_0179.JPG,maize,No,0.104,0.103,0.134,0.169,0.191,0.235,0.258,0.278,0.310,0.267,0.275,0.275,0.230,0.227,0.223,0.205,0.271,0.226,1.195,0.089,0.186,0.009,0.004,0.150
336,0.025,0.045,0.93,5/3/2017,4320057.864,417636.8674,39.025688,-75.951501,IMG_0180.JPG,maize,No,0.106,0.103,0.134,0.169,0.190,0.234,0.259,0.279,0.303,0.255,0.266,0.266,0.219,0.217,0.213,0.195,0.260,0.216,1.206,0.093,0.187,0.010,0.004,0.152
337,0.035,0.02,0.945,5/3/2017,4320040.303,417671.1396,39.025533,-75.951103,IMG_0181.JPG,maize,No,0.106,0.105,0.134,0.168,0.190,0.234,0.258,0.280,0.306,0.257,0.267,0.268,0.218,0.217,0.213,0.194,0.262,0.216,1.212,0.096,0.193,0.010,0.004,0.153
338,0.03,0.03,0.94,5/3/2017,4320050.161,417704.8328,39.025625,-75.950715,IMG_0182.JPG,maize,No,0.104,0.102,0.125,0.150,0.169,0.207,0.233,0.259,0.298,0.254,0.266,0.267,0.220,0.219,0.213,0.195,0.260,0.217,1.196,0.089,0.180,0.013,0.006,0.159
339,0.035,0,0.965,5/3/2017,4320067.398,417733.4952,39.025783,-75.950386,IMG_0183.JPG,maize,No,0.107,0.106,0.132,0.157,0.176,0.216,0.241,0.265,0.294,0.249,0.260,0.262,0.214,0.213,0.209,0.191,0.254,0.212,1.200,0.091,0.179,0.011,0.005,0.155
340,0,0.005,0.995,5/3/2017,4320096.344,417756.8257,39.026046,-75.95012,IMG_0184.JPG,maize,No,0.106,0.104,0.128,0.155,0.173,0.214,0.239,0.263,0.290,0.244,0.256,0.256,0.209,0.209,0.205,0.188,0.250,0.208,1.203,0.092,0.178,0.010,0.004,0.159
341,0.015,0,0.985,5/3/2017,4319321.367,418018.7777,39.019088,-75.947001,IMG_0185.JPG,none,No,0.101,0.100,0.124,0.147,0.163,0.215,0.251,0.272,0.288,0.246,0.261,0.265,0.225,0.226,0.219,0.203,0.254,0.223,1.137,0.064,0.129,0.014,0.006,0.214
342,0,0,1,5/3/2017,4319348.575,418049.1907,39.019336,-75.946653,IMG_0186.JPG,none,No,0.110,0.113,0.146,0.178,0.194,0.254,0.290,0.313,0.325,0.280,0.297,0.300,0.256,0.256,0.249,0.230,0.289,0.253,1.139,0.065,0.149,0.014,0.007,0.198
343,0,0.005,0.995,5/3/2017,4319373.228,418069.1873,39.01956,-75.946425,IMG_0187.JPG,none,No,0.105,0.103,0.134,0.164,0.179,0.240,0.272,0.297,0.317,0.268,0.284,0.286,0.241,0.241,0.233,0.215,0.276,0.239,1.157,0.073,0.158,0.017,0.008,0.207
344,0,0.01,0.99,5/3/2017,4319396.126,418087.1743,39.019768,-75.94622,IMG_0188.JPG,none,No,0.104,0.103,0.134,0.160,0.173,0.237,0.272,0.298,0.317,0.266,0.282,0.285,0.237,0.238,0.230,0.212,0.274,0.235,1.165,0.076,0.164,0.017,0.008,0.223
345,0.055,0.045,0.9,5/3/2017,4319414.559,418107.7121,39.019936,-75.945985,IMG_0189.JPG,none,No,0.105,0.102,0.132,0.158,0.172,0.233,0.264,0.292,0.305,0.255,0.271,0.273,0.227,0.228,0.220,0.203,0.263,0.225,1.170,0.078,0.161,0.017,0.008,0.211
346,0,0.025,0.975,5/3/2017,4319418.108,418129.3072,39.01997,-75.945736,IMG_0190.JPG,none,No,0.103,0.100,0.130,0.153,0.168,0.225,0.255,0.284,0.300,0.253,0.269,0.272,0.225,0.226,0.219,0.202,0.261,0.223,1.167,0.077,0.158,0.017,0.008,0.208
347,0.05,0.025,0.925,5/3/2017,4319396.127,418087.0877,39.019768,-75.946221,IMG_0191.JPG,none,No,0.104,0.103,0.134,0.160,0.173,0.237,0.272,0.298,0.317,0.266,0.282,0.285,0.237,0.238,0.230,0.212,0.274,0.235,1.165,0.076,0.164,0.017,0.008,0.223
348,0,0.01,0.99,5/3/2017,4319385.558,418057.5408,39.01967,-75.946561,IMG_0192.JPG,none,No,0.107,0.107,0.140,0.169,0.183,0.250,0.286,0.312,0.335,0.290,0.306,0.309,0.264,0.264,0.255,0.238,0.298,0.261,1.141,0.066,0.156,0.017,0.009,0.218
349,0.115,0.01,0.875,5/3/2017,4319367.025,418025.4,39.0195,-75.94693,IMG_0193.JPG,none,No,0.104,0.105,0.134,0.158,0.172,0.237,0.277,0.304,0.316,0.270,0.286,0.289,0.248,0.249,0.240,0.223,0.278,0.246,1.130,0.061,0.135,0.019,0.009,0.232
350,0,0,1,5/3/2017,4319350.67,418007.8272,39.019351,-75.947131,IMG_0194.JPG,none,No,0.104,0.104,0.133,0.158,0.173,0.237,0.277,0.303,0.319,0.272,0.288,0.291,0.246,0.248,0.239,0.222,0.280,0.244,1.145,0.067,0.149,0.019,0.010,0.230
351,0.51,0.074565217,0.415434783,5/3/2017,4300463.636,417970.0791,38.849171,-75.945305,IMG_2706.JPG,cereal_soy,Yes,0.113,0.118,0.149,0.176,0.200,0.260,0.302,0.339,0.369,0.323,0.343,0.346,0.291,0.296,0.276,0.255,0.333,0.288,1.158,0.073,0.192,0.035,0.020,0.202
352,0.47,0.032121212,0.497878788,5/3/2017,4300421.082,417942.4742,38.848785,-75.945618,IMG_2708.JPG,cereal_soy,Yes,0.116,0.120,0.151,0.181,0.209,0.272,0.318,0.359,0.399,0.364,0.384,0.387,0.332,0.339,0.311,0.291,0.374,0.327,1.143,0.067,0.197,0.043,0.028,0.207
353,0.6,0.036842105,0.363157895,5/3/2017,4300368.376,417930.7328,38.848309,-75.945747,IMG_2710.JPG,cereal_soy,Yes,0.110,0.114,0.142,0.168,0.195,0.255,0.302,0.341,0.392,0.354,0.375,0.376,0.320,0.329,0.300,0.281,0.364,0.316,1.152,0.071,0.203,0.045,0.028,0.215
354,0.565,0.053703704,0.381296296,5/3/2017,4300313.396,417924.1751,38.847813,-75.945816,IMG_2712.JPG,cereal_soy,Yes,0.109,0.114,0.143,0.169,0.195,0.255,0.302,0.340,0.390,0.356,0.379,0.381,0.322,0.331,0.301,0.280,0.367,0.318,1.156,0.072,0.209,0.048,0.030,0.215
355,0.485,0.0412,0.4738,5/3/2017,4300266.555,417946.1685,38.847393,-75.945557,IMG_2715.JPG,cereal_soy,Yes,0.106,0.110,0.135,0.160,0.184,0.242,0.288,0.325,0.382,0.353,0.377,0.379,0.322,0.331,0.300,0.280,0.365,0.318,1.149,0.069,0.200,0.048,0.031,0.220
356,0.485,0.055,0.46,5/3/2017,4300241.107,417992.2506,38.847168,-75.945023,IMG_2717.JPG,cereal_soy,Yes,0.108,0.112,0.140,0.167,0.192,0.250,0.297,0.337,0.387,0.358,0.381,0.383,0.320,0.329,0.300,0.278,0.369,0.316,1.168,0.077,0.224,0.047,0.030,0.215
357,0.42,0.057477477,0.522522523,5/3/2017,4300256.199,418046.0426,38.847309,-75.944405,IMG_2719.JPG,cereal_soy,Yes,0.106,0.109,0.134,0.158,0.182,0.239,0.284,0.321,0.375,0.342,0.363,0.366,0.309,0.316,0.290,0.271,0.352,0.305,1.155,0.072,0.199,0.044,0.026,0.218
358,0.355,0.056703297,0.588296703,5/3/2017,4300292.323,418072.9736,38.847637,-75.944099,IMG_2721.JPG,cereal_soy,Yes,0.115,0.119,0.147,0.174,0.200,0.258,0.302,0.340,0.387,0.347,0.366,0.371,0.316,0.322,0.297,0.280,0.356,0.312,1.144,0.067,0.189,0.041,0.025,0.203
359,0.4,0.087179487,0.512820513,5/3/2017,4300347.017,418064.2526,38.848129,-75.944206,IMG_2723.JPG,cereal_soy,Yes,0.116,0.119,0.148,0.177,0.204,0.265,0.309,0.349,0.394,0.357,0.377,0.381,0.325,0.332,0.305,0.287,0.367,0.321,1.144,0.067,0.195,0.042,0.027,0.206
360,0.7,0.053571429,0.246428571,5/3/2017,4300401.834,418043.643,38.848621,-75.94445,IMG_2725.JPG,cereal_soy,Yes,0.111,0.114,0.144,0.173,0.199,0.263,0.310,0.350,0.399,0.362,0.385,0.387,0.328,0.337,0.306,0.286,0.373,0.323,1.154,0.071,0.210,0.047,0.031,0.217
361,0.635,0.089528302,0.275471698,5/3/2017,4300452.517,418015.0066,38.849075,-75.944786,IMG_2727.JPG,cereal_soy,Yes,0.110,0.115,0.144,0.172,0.200,0.263,0.311,0.352,0.389,0.346,0.367,0.369,0.308,0.315,0.290,0.270,0.356,0.305,1.170,0.078,0.219,0.042,0.025,0.219
362,0.095,0.005292398,0.899707602,5/3/2017,4300606.341,418047.0596,38.850464,-75.944435,IMG_2731.JPG,cereal,No,0.109,0.106,0.132,0.157,0.173,0.228,0.259,0.286,0.312,0.259,0.275,0.280,0.228,0.230,0.222,0.205,0.267,0.226,1.181,0.083,0.173,0.019,0.009,0.197
363,0.265,0.056145833,0.678854167,5/3/2017,4300652.544,418076.0029,38.850883,-75.944107,IMG_2733.JPG,cereal,Yes,0.107,0.105,0.132,0.157,0.175,0.231,0.263,0.291,0.313,0.261,0.278,0.283,0.229,0.230,0.222,0.205,0.269,0.227,1.187,0.086,0.179,0.019,0.009,0.202
364,0.155,0.046656442,0.798343558,5/3/2017,4300700.543,418102.9683,38.851318,-75.943802,IMG_2735.JPG,cereal,Yes,0.111,0.111,0.138,0.165,0.184,0.240,0.272,0.300,0.321,0.264,0.281,0.286,0.231,0.233,0.225,0.208,0.272,0.229,1.187,0.085,0.181,0.017,0.008,0.193
365,0.025,0.05078125,0.92421875,5/3/2017,4300756.301,418120.1203,38.851822,-75.943611,IMG_2737.JPG,cereal,No,0.117,0.113,0.144,0.174,0.191,0.243,0.269,0.297,0.308,0.252,0.269,0.275,0.222,0.224,0.217,0.200,0.261,0.221,1.180,0.083,0.168,0.017,0.007,0.170
366,0.025,0.191968912,0.783031088,5/3/2017,4300793.702,418141.6819,38.852161,-75.943367,IMG_2740.JPG,cereal,No,0.111,0.107,0.132,0.154,0.169,0.222,0.253,0.283,0.301,0.250,0.265,0.272,0.223,0.224,0.217,0.197,0.257,0.221,1.163,0.075,0.152,0.015,0.007,0.198
367,0.205,0.070443038,0.724556962,5/3/2017,4300806.171,418084.1865,38.852268,-75.944031,IMG_2742.JPG,cereal,Yes,0.113,0.112,0.141,0.169,0.187,0.246,0.282,0.310,0.308,0.248,0.265,0.270,0.216,0.218,0.212,0.195,0.256,0.215,1.189,0.086,0.172,0.016,0.007,0.204
368,0.17,0.030740741,0.799259259,5/3/2017,4300807.606,418031.2635,38.852276,-75.944641,IMG_2744.JPG,cereal,No,0.111,0.110,0.141,0.172,0.190,0.248,0.281,0.309,0.316,0.253,0.270,0.275,0.219,0.221,0.214,0.196,0.262,0.218,1.202,0.092,0.186,0.017,0.007,0.193
369,0.235,0.088469388,0.676530612,5/3/2017,4300762.181,418002.3286,38.851864,-75.944969,IMG_2746.JPG,cereal,Yes,0.110,0.108,0.134,0.160,0.177,0.234,0.267,0.298,0.317,0.259,0.276,0.281,0.225,0.227,0.219,0.202,0.268,0.224,1.197,0.090,0.186,0.019,0.008,0.203
370,0.09,0.056553672,0.853446328,5/3/2017,4300705.188,417986.4648,38.851349,-75.945145,IMG_2748.JPG,cereal,No,0.112,0.110,0.140,0.169,0.187,0.242,0.273,0.299,0.318,0.260,0.277,0.280,0.225,0.227,0.219,0.202,0.268,0.224,1.199,0.091,0.188,0.018,0.008,0.188
371,0.09,0.04575419,0.86424581,5/3/2017,4300643.26,417997.106,38.850792,-75.945015,IMG_2750.JPG,cereal,No,0.112,0.109,0.139,0.166,0.184,0.243,0.274,0.303,0.319,0.264,0.280,0.286,0.232,0.234,0.225,0.209,0.272,0.231,1.181,0.083,0.176,0.019,0.009,0.198
372,0.03,0.146510417,0.823489583,5/3/2017,4300818.766,418347.8771,38.852406,-75.940994,IMG_2753.JPG,soy,No,0.115,0.111,0.138,0.161,0.174,0.233,0.266,0.295,0.309,0.254,0.273,0.277,0.224,0.227,0.217,0.200,0.263,0.223,1.182,0.084,0.171,0.022,0.010,0.210
373,0.055,0.262780749,0.682219251,5/3/2017,4300788.796,418380.6328,38.852139,-75.940613,IMG_2755.JPG,soy,No,0.117,0.112,0.141,0.168,0.184,0.239,0.267,0.296,0.307,0.259,0.276,0.281,0.230,0.233,0.223,0.207,0.267,0.229,1.169,0.078,0.163,0.022,0.010,0.185
374,0.025,0.312834225,0.662165775,5/3/2017,4300759.588,418414.7851,38.851879,-75.940216,IMG_2757.JPG,soy,No,0.114,0.111,0.137,0.163,0.180,0.234,0.264,0.293,0.313,0.257,0.276,0.282,0.226,0.229,0.219,0.202,0.267,0.224,1.189,0.086,0.179,0.022,0.010,0.190
375,0.03,0.214421053,0.755578947,5/3/2017,4300769.409,418452.6371,38.851971,-75.939781,IMG_2759.JPG,soy,No,0.116,0.113,0.142,0.172,0.189,0.244,0.272,0.301,0.315,0.264,0.282,0.289,0.233,0.236,0.226,0.209,0.273,0.232,1.179,0.082,0.175,0.022,0.010,0.180
376,0.01,0.137076923,0.852923077,5/3/2017,4300790.092,418491.9025,38.852161,-75.939331,IMG_2761.JPG,soy,No,0.113,0.110,0.137,0.164,0.180,0.233,0.260,0.287,0.319,0.270,0.288,0.295,0.240,0.243,0.232,0.216,0.279,0.238,1.171,0.079,0.172,0.022,0.011,0.182
